Filename,MG94_AIC,FA1_AIC,SynREVCodon_AIC
FBgn0085274,4933.38210439791,4934.411339696516,4983.414426552959
FBgn0030944,3151.720619015935,3153.385929075695,3197.386020629311
FBgn0001149,3080.986740106579,3082.559766253599,3111.764837125732
FBgn0037727,14164.58718161997,14165.61011433473,14184.5973047935
FBgn0266449,5819.541444161204,5819.077898248919,5837.751117146952
FBgn0003511,6494.139657362186,6496.173942359572,6516.540550460969
FBgn0003008,3009.443089997375,3011.509137120742,3063.868242585082
FBgn0266429,6555.807724603487,6557.576317438411,6600.130886382833
FBgn0052344,17581.17195622664,17583.17920850029,17620.60105123433
FBgn0032921,3495.393294600911,3494.992649214528,3559.534361610343
FBgn0040011,21940.677533937,21936.31589197191,21960.56990319873
FBgn0035110,5828.573106172203,5830.535509964325,5856.019767389374
FBgn0028939,18073.17968894927,18072.90247815547,18092.40943892045
FBgn0027582,26229.14301425187,26229.25536292713,26244.3203064284
FBgn0039114,7962.956954773894,7963.56733001526,8031.819208284432
FBgn0050342,6323.181359943762,6325.124751558069,6374.185115976813
FBgn0038579,3006.932102619478,3008.821857364464,3071.256732759852
FBgn0032618,6539.900761804353,6541.449709784187,6605.188897256856
FBgn0263933,13815.60765487363,13817.61162387914,13815.86614277452
FBgn0037500,7133.860129241075,7135.269167568975,7218.903342891192
FBgn0027279,22959.6416753561,22961.65295453963,23005.36129608079
FBgn0035755,5319.302990300665,5315.796682389277,5352.772400503934
FBgn0038819,6569.299901820001,6571.074169969674,6616.579324080157
FBgn0025111,5511.2245834588,5510.891641355154,5539.002664890819
FBgn0000504,9607.368070399105,9609.207607569777,9640.125873632149
FBgn0032956,12802.85430326408,12803.98972804096,12844.00275577384
FBgn0032368,8112.041154937621,8114.027844287278,8178.044173220156
FBgn0085264,3696.527122892126,3697.984055658688,3748.686891680909
FBgn0029091,26357.91679635358,26359.5201086032,26346.87515268693
FBgn0037430,4399.30259476535,4398.109312630411,4440.680202942784
FBgn0036834,6859.666099389515,6858.689075538371,6888.805606945755
FBgn0030625,18114.76985340159,18115.60688361333,18167.75295604454
FBgn0002783,23324.09593424797,23324.96205798563,23314.03651302233
FBgn0028956,9060.02052874037,9060.83238938276,9113.23863042404
FBgn0002631,3152.6604471319,3153.678866457391,3206.611848445839
FBgn0035281,2456.584741858406,2458.659469301941,2520.756589357293
FBgn0262531,3970.86748009395,3972.700076503666,4062.211967307865
FBgn0033656,9988.741149086358,9988.900962406786,10036.447490063
FBgn0033593,2517.193681606314,2519.131079934351,2595.054198296329
FBgn0036105,2497.310745105283,2496.695876839001,2581.542323587324
FBgn0032635,7999.307088430116,7999.622421735627,8042.206145806371
FBgn0038960,14681.51483816202,14683.06294740624,14715.74043180501
FBgn0264979,7957.532425516831,7959.084424737362,8016.584754805364
FBgn0032961,6787.066986581328,6784.984129588434,6812.696316956421
FBgn0027864,9156.695144300693,9158.167228656426,9222.149358996869
FBgn0050361,21203.35336023139,21205.32271653525,21202.89029294208
FBgn0030271,2167.997917538086,2168.869414937492,2234.807333055986
FBgn0039811,4512.317704821711,4512.635697565887,4567.477509009878
FBgn0283625,2614.044844018104,2614.479689304226,2678.924920508114
FBgn0085485,4481.824447512192,4478.049379571731,4539.660772405313
FBgn0261881,4427.062977726632,4426.199809251112,4476.325413441798
FBgn0031574,18000.79174454943,18001.27740278278,17985.82737988162
FBgn0026061,9461.42973354721,9462.7627946391,9454.893067151372
FBgn0037114,2788.790751237164,2790.527575038158,2845.431706421207
FBgn0050362,6967.726557280866,6968.454871562552,7011.80234865184
FBgn0053543,8702.89913685067,8704.302558873356,8737.059358300783
FBgn0051663,15000.77207798043,15002.19953850318,15007.61942580006
FBgn0038760,15228.19668755806,15210.29607965372,15256.11609155494
FBgn0053286,28541.47071454037,28543.29535274981,28572.05904696694
FBgn0037756,7436.975338744809,7433.575044632034,7469.507427012511
FBgn0004666,11355.76465800018,11357.7486917661,11290.37853073809
FBgn0033750,15277.66048562156,15278.57102661983,15318.60995916758
FBgn0002734,2849.481869118563,2851.416040419505,2891.833048581528
FBgn0085300,2607.674788382385,2609.747271987938,2684.810326695747
FBgn0284444,2894.964820730492,2892.887102736641,2975.361648729632
FBgn0039193,5705.062027421075,5705.939358061434,5728.487717059119
FBgn0003964,8487.54208944813,8489.248529339871,8473.333024305568
FBgn0026084,1427.967548849369,1426.97504088016,1519.508360954846
FBgn0004378,24827.66324468075,24825.37882562528,24801.88603086925
FBgn0262167,36372.65749606527,36374.66074941396,36410.53208585064
FBgn0264953,51719.74639178308,51717.50015608365,51676.28877473228
FBgn0004876,19541.6366397922,19543.04397918678,19588.50827500263
FBgn0051201,18263.36481878893,18264.80191398427,18270.19905369401
FBgn0019662,4655.804790855568,4654.643056670818,4673.895272852167
FBgn0004584,12179.28214631,12178.24047063975,12221.90722198983
FBgn0036192,3717.745058418658,3717.482796210095,3759.194142148349
FBgn0266442,8276.772554791314,8278.70907392767,8309.460229403838
FBgn0037416,3188.386447828867,3182.764781722741,3210.638258475721
FBgn0037611,4199.970258616149,4202.049044031489,4268.810962891268
FBgn0040074,4368.41182071464,4370.115811465744,4413.669627752479
FBgn0037004,6953.958203619652,6953.23298769669,7006.775470963434
FBgn0039642,6294.34842796625,6296.324009456891,6355.074374502802
FBgn0264357,22550.95146040748,22551.82358896282,22572.85214914474
FBgn0035856,2177.418637010863,2178.900731328849,2254.63567788241
FBgn0028538,28762.02717871939,28760.73188963823,28765.00703924604
FBgn0035090,12367.88488306346,12368.37266253673,12390.69333477402
FBgn0034519,1831.382538255485,1832.654341890508,1913.139867179548
FBgn0030710,5902.844697625137,5904.757399232964,5975.054009324056
FBgn0037140,10814.32558368937,10815.23868058212,10854.33416725711
FBgn0266708,10177.0202695236,10178.87917707784,10201.40570776386
FBgn0033483,6928.60319839336,6929.76214756791,6993.796895432408
FBgn0083986,2892.015929069609,2880.002510832534,2948.863208950802
FBgn0028983,7228.211957328244,7228.661141666828,7243.587126401349
FBgn0031811,5485.168471004787,5484.873080577908,5510.60654843177
FBgn0026371,16262.94197910163,16264.27046214428,16298.46514635755
FBgn0004926,4611.502799143229,4612.60600221899,4655.768043242829
FBgn0001624,16420.43784328836,16421.41767442082,16452.86494793827
FBgn0038651,46288.43807580576,46290.24567440145,46238.83234390713
FBgn0015371,15112.93033031996,15113.95442121583,15143.32840221896
FBgn0000244,11130.53611036295,11127.90572158705,11167.91719248926
FBgn0033174,9112.563007823172,9112.479479801788,9143.609613197124
FBgn0002901,19774.8720901827,19772.24953587702,19789.43467226984
FBgn0052198,2984.106144858005,2985.647060449184,3044.760119108762
FBgn0032457,12128.99863344814,12123.85491582297,12167.58260213236
FBgn0032511,3363.512893676138,3363.338088410516,3419.089166023818
FBgn0030243,21790.34009328008,21792.3525113711,21802.84216483392
FBgn0028943,2139.23839853637,2141.307812862782,2222.977324588872
FBgn0035780,10867.8600320033,10869.88891174834,10914.35374659142
FBgn0052181,12491.04144193451,12489.63638037642,12550.57674975024
FBgn0023180,6366.573367174254,6368.140711500094,6407.110409716515
FBgn0261990,2392.3278955099822,2394.38178282287,2457.210555227964
FBgn0085479,5801.562551804153,5801.9288304432685,5860.378438503203
FBgn0085397,12989.84501030857,12988.68765030201,12977.04082298362
FBgn0030305,8134.488288980685,8136.492790560898,8177.790240401423
FBgn0030109,11247.10762635426,11249.13023024053,11316.44480278514
FBgn0037411,4829.936540428535,4831.9684183769,4886.63832748703
FBgn0051211,12065.04685577768,12066.75966021352,12112.91203549724
FBgn0037540,19669.49346254479,19668.29469187857,19704.1062731914
FBgn0039817,12843.66073343634,12843.34660219323,12863.17101805248
FBgn0029688,35743.46337325267,35745.46902266682,35809.88736152516
FBgn0037203,11503.99803585544,11505.1801961616,11497.06338014859
FBgn0052203,13206.39910707763,13208.40010298522,13246.4714201007
FBgn0039801,4279.564907022173,4279.853510159603,4314.547685626859
FBgn0086361,5890.288451125267,5890.177112231107,5938.135540884387
FBgn0262624,4173.923330200456,4174.274191228606,4207.506188881637
FBgn0039554,15946.86886670908,15947.01536877022,15986.60597930506
FBgn0085232,2655.297986262879,2655.38209927258,2741.316579092388
FBgn0051029,21866.50938371956,21868.35317192008,21873.56228246891
FBgn0004428,2754.340943343206,2756.180288650316,2801.911134663805
FBgn0038774,2260.364977346619,2262.410687388825,2333.215634038921
FBgn0011824,2854.746999830863,2856.662523733592,2926.849834853368
FBgn0032505,6919.838014072953,6920.940087469608,6952.59515394954
FBgn0031150,6149.899955825531,6147.940427434512,6187.115913336516
FBgn0032495,5921.961469948175,5921.709379694339,5953.049068599677
FBgn0050410,4117.916448121786,4118.376724081112,4157.104650556325
FBgn0031188,5364.718391750914,5366.287772545607,5410.981272238515
FBgn0058298,7075.920869699264,7077.954927926858,7145.78883158924
FBgn0039249,13423.58213192028,13425.58283848449,13471.22833219947
FBgn0037146,11077.26213759249,11079.26463512321,11113.34287084468
FBgn0067052,4112.394046046363,4110.10270116344,4179.874750591679
FBgn0033686,10896.02564497418,10895.58389112002,10936.66364508361
FBgn0033379,13121.00882160847,13122.4991368607,13152.28507322734
FBgn0045470,7229.201499759938,7231.160631747135,7269.427658005896
FBgn0033981,12760.59915745507,12760.87043775728,12786.36390920001
FBgn0037238,11997.86215187848,11994.86441351342,11967.13366208426
FBgn0000411,6497.870751408781,6499.095951338653,6504.469267632141
FBgn0025790,9515.894016686256,9517.500842165467,9564.342378013784
FBgn0051547,16110.14527187449,16110.7421191227,16133.98090344701
FBgn0035589,3785.350355207474,3786.996879672604,3853.139807918893
FBgn0267337,12898.99108571667,12898.52856868401,12925.28906814634
FBgn0033949,7435.908507319214,7437.299963162522,7463.802580305487
FBgn0027950,6325.967860011317,6327.346946358141,6374.542426437632
FBgn0050222,6783.824074293438,6785.835504277312,6863.033262998649
FBgn0066293,6073.743837373084,6075.369318369662,6122.102915277587
FBgn0004795,9883.611006976256,9881.304130637986,9914.94171428077
FBgn0033376,17472.66061309476,17474.3769180339,17510.21085817599
FBgn0050169,11360.17319758712,11359.52123272449,11415.22716455851
FBgn0033862,6305.743708181053,6306.964698894429,6383.610718663695
FBgn0010100,13129.50564737522,13131.14638965514,13052.3631990256
FBgn0263740,6917.36347685951,6919.196877111908,6943.774844227874
FBgn0051080,5066.966182349038,5067.685817679863,5058.912785629507
FBgn0034606,11908.62486457836,11910.63953939376,11957.32473914807
FBgn0083946,19387.47786767381,19385.45645479824,19393.42336340953
FBgn0036704,2748.376851997034,2749.977118156631,2820.912303740348
FBgn0033397,12273.54263147463,12274.52554622445,12334.867992177211
FBgn0029977,13211.18258859648,13212.87147875226,13238.42125631367
FBgn0032216,8225.9799966301,8227.94335639492,8271.344056103391
FBgn0033961,2076.928957890908,2071.429485376571,2141.257918812849
FBgn0053548,7063.87118021946,7059.77055749734,7113.823318868706
FBgn0014006,24752.51109160762,24749.68090832069,24762.66980542881
FBgn0032456,25934.86390047246,25936.48064273145,25913.21045128363
FBgn0052512,5173.131457114035,5172.872723503096,5231.788459454388
FBgn0264751,2440.920313661245,2442.879168777561,2503.333691447948
FBgn0259150,17867.19378360128,17863.79969655585,17862.07757017322
FBgn0034972,11931.26865418093,11933.26943289078,11988.75863347488
FBgn0031772,4743.397389438006,4744.258103748764,4809.498431598661
FBgn0039153,11519.30302423913,11520.85929203298,11573.48327865957
FBgn0038106,8581.397276052636,8583.270055518156,8631.707078932488
FBgn0260459,5337.005927353508,5338.233163240261,5400.889420362421
FBgn0052179,2610.410816849152,2612.25894127823,2695.520631499928
FBgn0250757,15398.14695296495,15400.11622139545,15424.91876058282
