gene_id,NEUTRAL,SELECTED,sum_expr
FBgn0000180,0.0214017923914421,0.0118645934958583,836
FBgn0260653,0.0285234603386646,0.0141120596864466,4819
FBgn0004054,0.0263516257331997,0.0246973278345031,11
FBgn0052847,0.0452541188043845,0.0223677248677248,188
FBgn0036813,0.0351822779404846,0.0125344988390688,1437
FBgn0259150,0.0105129211596283,0.0042697090597703,131
FBgn0004368,0.0057933580951824,0.0032059233294624,430
FBgn0034570,0.0068188539067872,0.0046621216924224,506
FBgn0032052,0.0225996770628534,0.0145768318352337,533
FBgn0036938,0.0493085540001124,0.03675645342312,150
FBgn0034945,0.0326644127009962,0.0269942438513867,357
FBgn0259238,0.0987291462195075,0.03453231292517,1214
FBgn0003086,,0.0229648090005232,614
FBgn0031995,0.0077247414705873,0.0056209763018737,655
FBgn0051131,0.0276027667576579,0.0172834124811412,2
FBgn0029894,0.0501989487187048,0.0248692784923897,215
FBgn0034846,0.0394620135265752,0.0196352058137783,180
FBgn0034328,inf,0.0564371636593858,1202
FBgn0003896,0.0229464997320271,0.0109848321652144,243
FBgn0037819,0.0317409945635771,0.0184425337553955,1410
FBgn0030403,0.0148912875735333,0.0079255966291801,963
FBgn0037566,0.0294369523341989,0.0168964357506935,1034
FBgn0035856,,,1994
FBgn0259953,0.1281830258886536,0.0352267573696145,50
FBgn0038581,0.0207992237069822,0.0142852579998712,198
FBgn0039158,0.0240755392294632,0.014777409389633,326
FBgn0039682,0.0648097782663087,0.0401870105886726,10480
FBgn0023023,0.0280376969276227,0.0098943036606024,946
FBgn0036851,0.0380824910289626,0.0130060962037662,17
FBgn0267336,0.0890905432411842,0.0246464956714873,386
FBgn0036462,0.028666413602478,0.0165235536795417,1059
FBgn0001105,0.031240450645387,0.0137637376584679,1668
FBgn0261550,0.0132423612203368,0.0057469618733492,581
FBgn0050103,0.0148061283887161,0.0082271444840566,94
FBgn0001280,0.0747872978392458,0.0345736961451247,1758
FBgn0036030,0.0275922736674335,0.0155467260711224,1672
FBgn0034521,0.0199273385734759,0.0144654261873086,445
FBgn0000711,0.0216183299762195,0.0123259169229154,404
FBgn0039224,0.0227295206961691,0.0172869418714754,54
FBgn0033554,0.0350115055884286,0.0581785714285714,300
FBgn0032315,inf,inf,8
FBgn0051949,0.0500206667779612,0.0273099382579902,170
FBgn0032398,0.0187350294407961,0.0105715877942681,1058
FBgn0027052,0.0226722993404621,0.0214882488377471,517
FBgn0020653,0.0256237696522741,0.0088831071511018,3795
FBgn0035724,0.0170273726365524,0.0075403191416524,564
FBgn0037548,0.0214200479050673,0.0109435880631282,24
FBgn0052087,0.0277803176819103,0.0137486603252111,106
FBgn0031980,inf,0.2260289115646258,55871
FBgn0015522,0.066654327190193,0.0273696992544114,471
FBgn0025366,0.0378012324988389,0.0203169637555251,5925
FBgn0067779,0.0125260801916872,0.0055458280575558,294
FBgn0033564,0.0099486035790239,0.0064307127564744,233
FBgn0029751,0.0338279026781176,0.0342726918913676,156
FBgn0261804,0.0120590298752364,0.0055040029339133,46
FBgn0005411,0.0185462601728127,0.0097933922837747,2146
FBgn0024887,0.0249933354180675,0.0160404318616377,550
FBgn0032685,0.0083556370041916,0.0047169584056382,1079
FBgn0265192,0.0312648645624185,0.0211256606153309,1540
FBgn0035532,0.0287854001290843,0.0182569775594887,470
FBgn0027550,0.0208589733372213,0.0091949758037009,223
FBgn0034114,0.0176682123662656,0.009494473409696,298
FBgn0004395,0.0131278037520766,0.0100993488993393,328
FBgn0032376,0.0459822321932147,0.0189030528222242,236
FBgn0261068,0.0599037250227726,0.0331904761904761,1213
FBgn0262624,0.0385424231296645,0.0227241714203974,415
FBgn0003514,0.0546584370082486,0.0371363322616252,3811
FBgn0039838,0.0312231236877655,0.0194169482042953,13
FBgn0031523,0.0257814170984022,0.0157660654485943,146
FBgn0036807,0.0284751561251514,0.0190412409321118,78
FBgn0260474,0.0276954407194392,0.0137479353940642,62
FBgn0015371,0.0095435721430328,0.0055173377521037,743
FBgn0050290,0.0837643223485501,0.0273317572207946,747
FBgn0003175,0.0065520530319466,0.0041911372948744,356
FBgn0036327,0.0332517193065829,0.0154611635045338,110
FBgn0035464,0.019176873824798,0.0159261518599999,1292
FBgn0028402,0.0195472877089918,0.0122214750891473,560
FBgn0035735,0.1511612969912483,0.0438061526385702,10585
FBgn0003206,0.0697540063911973,0.0419777312634455,1197
FBgn0032150,0.0263161821609755,0.0220199570442488,155
FBgn0036279,0.0085390151799481,0.0043008044803816,748
FBgn0262899,0.0396419878021609,0.0435537918871252,120
FBgn0005666,0.0011542151420937,0.0005754172943539,817
FBgn0039554,0.0133692539484881,0.0084705100039117,568
FBgn0015663,0.0150989466169396,0.0115926600922284,106
FBgn0037756,0.0245973689733972,0.0152128103156971,1316
FBgn0037185,0.0271206393068799,0.0164761132924329,358
FBgn0039800,0.0990298952421205,0.1273900695264331,4340
FBgn0003969,0.0095319564548751,0.0058333425071727,645
FBgn0037141,0.0105104850842374,0.0056244163209852,118
FBgn0029761,0.0117219610251885,0.0062312660170628,69
FBgn0030766,0.0197565283087632,0.0105507682992177,271
FBgn0000052,0.0079725792345457,0.0042674010111367,680
FBgn0030544,inf,0.0292804812220126,601
FBgn0039115,0.0354733514424558,0.0267334052402357,814
FBgn0038446,,inf,423
FBgn0040382,0.0371684807256235,0.0158603110680033,1287
FBgn0034142,0.0222412280863349,0.0119511276791817,1786
FBgn0052499,0.0184870420126161,0.011945267513823,1500
FBgn0033364,0.0583173157607269,0.0331448371060559,745
FBgn0036911,0.0205652218700487,0.0212371612229403,308
FBgn0051633,0.0180855213484946,0.0155533557270527,207
FBgn0053285,0.027511297881315,inf,99
FBgn0038242,inf,inf,653
FBgn0039417,0.0232759615954072,0.0170915263026277,276
FBgn0036936,inf,0.0163603551120418,6
FBgn0034568,0.009641606854581,0.0053207966562553,4
FBgn0052082,0.0104465633294321,0.0065075636578362,534
FBgn0038535,0.0142899689660032,0.0079611581721748,1869
FBgn0050462,0.0253630462937995,0.0157630918148633,119
FBgn0026873,0.0472095911689257,0.0315386626668678,687
FBgn0031779,0.0281569046346942,0.0137398467867251,619
FBgn0002579,0.1171888072980125,0.0594954648526077,50118
FBgn0263396,0.029101442024178,0.0184507943241443,2247
FBgn0261532,0.0101882889451719,0.0094461868296656,817
FBgn0033973,0.015617582407017,0.0102901777076009,186
FBgn0039876,0.0330561037524296,0.0208242359309553,328
FBgn0036419,,,1194
FBgn0037746,0.020893992668094,0.0093644810936175,695
FBgn0034368,0.0185437699931973,0.0121190795468602,1151
FBgn0037490,0.0334254993295615,0.0150880257172197,250
FBgn0041171,0.0114142621223449,0.0034939195563582,1970
FBgn0037749,0.0676048573294169,0.0294155398283329,738
FBgn0003612,0.0200756058041338,0.0098926556703011,806
FBgn0040394,0.0239451389031621,0.0114048018531743,1278
FBgn0031065,0.0491620004321659,0.0214627086927437,100
FBgn0035526,0.0198199092315581,0.0139960395375746,1170
FBgn0052626,0.0117251936939623,0.0094386574540969,582
FBgn0034425,0.0156636331046018,0.009203467164489,349
FBgn0040230,0.0166868716819165,0.0088610288638194,608
FBgn0052073,,inf,455
FBgn0014857,inf,0.0503720043572984,7690
FBgn0039779,0.0146155726340196,0.0110401991751034,160
FBgn0031372,0.0314697056545491,0.0124463118580765,206
FBgn0037697,0.0589494060891497,0.0348780113184875,263
FBgn0031590,0.0140244379316906,0.0102945338334239,1923
FBgn0036754,0.015161813979647,0.0097173730369409,295
FBgn0259194,0.0126799922196944,0.0095217256114377,0
FBgn0004516,0.0253009015293969,0.0104408131942384,468
FBgn0028836,0.0347647764995114,0.0196767792967908,1100
FBgn0051125,0.0275692523006268,0.0159000427341904,128
FBgn0030259,0.097437813509242,inf,78
FBgn0035169,0.0294781850906486,0.0239470006288615,661
FBgn0039521,inf,0.0215497200334356,448
FBgn0260462,0.0161977155611909,0.0080803895994216,3632
FBgn0028562,0.0283722872323493,0.0160169558274795,45
FBgn0039638,0.0157292982966318,0.0093768664781298,323
FBgn0029687,0.0363510187431799,0.0228106896983181,1146
FBgn0032955,0.014013289719092,0.0087253759954806,565
FBgn0038213,0.0272055486208389,0.0200696343426198,304
FBgn0041630,0.0209616174370832,0.0096080184037527,1299
FBgn0034401,0.0096754649703417,0.0049735604777868,695
FBgn0259164,0.0149766187551988,0.0086071541860576,153
FBgn0052792,0.0156897839232212,0.0120947748448878,0
FBgn0027513,0.0234956205651878,0.0192074550760354,221
FBgn0037235,0.0352794214069674,0.0216120835633434,1311
FBgn0034128,0.0282150759665864,0.0150937893522882,270
FBgn0037181,0.0411727923771477,0.025851951819081,5374
FBgn0032654,0.033666594531331,0.0386697530864197,222
FBgn0029606,inf,0.0876638346668316,28
FBgn0053329,0.0228166494455587,0.0100395439704773,104
FBgn0035915,0.0198874076177794,0.0105906745863731,6111
FBgn0016697,0.0402818564108298,0.0218035642478601,4579
FBgn0030804,0.0366205923708739,0.0300922728065585,3
FBgn0014073,0.0103741794146181,0.0045661769550141,211
FBgn0035022,,0.0657104395216283,250
FBgn0035508,0.0135609933352688,0.0082749517115622,192
FBgn0026257,0.0227480020335667,0.0169838869450892,347
FBgn0036805,inf,0.0280459899907315,1349
FBgn0003865,0.0486748800907081,0.0297665397081471,63
FBgn0034076,0.0173037909610547,0.0090835776423676,53
FBgn0034081,0.0416560662086929,0.0278516665929253,266
FBgn0001297,0.0243570502469569,0.0094497926813439,552
FBgn0039342,0.0886006497112913,0.0668571727333467,1105
FBgn0050047,0.0112853606547623,0.0064062420105933,96
FBgn0033368,0.0284298348040105,0.014822676289991,77
FBgn0261955,0.0233528037616204,0.014839743872636,9669
FBgn0261445,0.0274531380971971,0.0159003470193458,1206
FBgn0003463,0.0124292784374894,0.0076695766093173,367
FBgn0261537,inf,0.0424873539159253,113
FBgn0039040,0.0299920778922845,0.0148995089059657,112
FBgn0028544,inf,0.0296913391033473,10392
FBgn0053460,0.0283367908688556,0.0187856128918804,91
FBgn0035736,0.0697169669753738,0.0280636888364161,714
FBgn0259243,0.0266855784880238,0.0115034747198041,685
FBgn0022936,0.0242116539748814,0.0203992094066984,459
FBgn0027836,0.0201359077258478,0.008570362575584,768
FBgn0036105,0.0450963718820861,0.0272314049586776,221
FBgn0085512,inf,inf,0
FBgn0085471,0.0317171357608705,0.0202687009959737,10
FBgn0262104,0.0643528563040614,inf,69
FBgn0069354,0.0384939550558728,0.0216459927105547,1001
FBgn0051638,0.0187399523892767,0.0092700104107651,360
FBgn0037783,0.0429138321995464,0.0383838556825569,213
FBgn0034721,0.0771566221511588,0.0447200176366843,361
FBgn0001250,0.0075926165594111,0.0042443384814896,819
FBgn0039195,0.0217196159546641,0.0146153501347177,44
FBgn0032884,0.0762536721485585,0.0762683295540438,4089
FBgn0030990,0.0201071138024972,0.0157862319546088,684
FBgn0011693,0.030759097015825,0.0155950115888283,1195
FBgn0031275,0.0094304823981374,0.0049692918181157,74
FBgn0040765,0.0311649586985442,0.0171866281550528,102
FBgn0027945,0.0619202870542156,0.0309441545136573,1851
FBgn0029740,0.0408797566182525,0.047605179812972,65
FBgn0030224,0.0345077963682798,0.0180771697392945,135
FBgn0037313,0.0739174402520871,0.0338328924102671,1754
FBgn0030364,0.0413506185038634,0.0246996884479681,1523
FBgn0033970,0.0350832583780556,0.0275703392468098,324
FBgn0038492,0.0059047200269455,0.0034832709952924,179
FBgn0051221,0.0469551855094437,0.0279282479876482,105
FBgn0035568,0.0298689297348625,0.0209864600299764,441
FBgn0050364,0.0551921877784738,0.0195913931154315,367
FBgn0035430,0.0186729295662637,0.0077903313241073,465
FBgn0011474,0.014373262240457,0.0067873248027095,509
FBgn0019830,0.0412205065558929,0.0192391937647938,1879
FBgn0015664,0.0156638367208139,0.0089313865474389,1020
FBgn0033893,inf,0.022742504409171,309
FBgn0036302,0.0142922118911762,0.0075175041279935,447
FBgn0051848,0.0669528957449833,0.028692858728573,60
FBgn0031718,0.029291008341675,0.0239625955913198,272
FBgn0037757,0.0152424947976536,0.0064282905913553,541
FBgn0030074,0.044738723495604,0.0294887837115401,0
FBgn0030696,0.0189073131735029,0.0133472700126104,96
FBgn0038694,inf,0.019133928373505,695
FBgn0037332,0.0090339910484861,0.0053921424135063,176
FBgn0051163,0.0591023069615141,0.048574892920131,499
FBgn0028370,0.012511388945658,0.0058474566512634,49
FBgn0039131,0.0200713835268666,0.0124478704289674,749
FBgn0085236,0.0750794060737242,inf,32
FBgn0262866,0.0109064928412664,0.0059011522988702,186
FBgn0034240,0.004993626174755,0.0027023877999844,356
FBgn0029587,0.047952418885954,0.034845229213938,17
FBgn0260859,0.0700072239543965,0.0411374724361737,759
FBgn0036819,0.0261519209120904,0.0257597279727605,132
FBgn0032086,0.0310933442443073,0.0191628146897464,33
FBgn0029660,0.0147395254090088,0.0137143821691385,50
FBgn0025638,0.1152610859158478,0.0359988776655443,3329
FBgn0036614,0.0151194221189505,0.0092703104464043,221
FBgn0030122,0.0251182792292215,0.0137583867404475,676
FBgn0261535,0.011535361334715,0.0087071951037717,429
FBgn0029118,0.0236320902992053,0.0116414154839668,1211
FBgn0003082,0.0154482866156129,0.0089193919263391,149
FBgn0026417,0.0316133167302167,0.0213468550117086,214
FBgn0030438,0.0114904626122346,0.0076477531836659,53
FBgn0038312,0.0303326350893024,0.0144377486488931,315
FBgn0029003,0.0376316563908002,0.0236953554128058,730
FBgn0036112,inf,0.0517956336161464,1293
FBgn0033926,0.0593413336824995,0.0229166508793533,975
FBgn0039637,0.0141250098553878,0.0084361633034811,1394
FBgn0085476,0.0200773079889329,0.0123300529294299,38
FBgn0051862,0.0324131913690011,0.0240893107525148,47
FBgn0030276,0.0223742600749514,0.0090917449953151,913
FBgn0263278,0.0196718776519895,0.0127820072270458,337
FBgn0051207,0.0299773384747926,0.0209983250304723,76
FBgn0033136,0.0610420979714071,0.0245349435149878,337
FBgn0011741,0.0214473358451012,0.011839138201386,978
FBgn0029820,0.0201380134847862,0.0159028049767863,1366
FBgn0032596,0.0374091730116824,0.0277798591684705,3824
FBgn0003979,0.3358498176206509,0.1372506634105854,10369
FBgn0032151,0.0202149493359865,0.0098314195625663,66
FBgn0263608,0.0216074903048542,0.0151696767958833,52
FBgn0034792,0.0159545927562622,0.0064442998277484,1406
FBgn0032397,0.0157512978805111,0.0094991081382279,1009
FBgn0031003,0.0348181985125474,0.01826497020319,415
FBgn0004841,0.0221728268691289,0.0134433587376667,25
FBgn0029848,0.016837673244654,0.0102383695337715,91
FBgn0260243,0.0168327303440845,0.0082495710991909,469
FBgn0033782,0.0319549874899313,0.0193727106037427,950
FBgn0026570,0.0269637388059124,0.0192323928709844,254
FBgn0003023,0.0099226318109869,0.0071070888362625,496
FBgn0033716,0.0412578866169709,0.0301359229966496,731
FBgn0038546,0.0248163347380439,0.0138139865681838,712
FBgn0050088,0.0353432259136811,0.0202079240408485,17
FBgn0038076,0.0171915319492674,0.0114741173514891,28
FBgn0039347,0.0156705795384644,0.0096592122202221,140
FBgn0263456,0.0099286415488929,0.0043900260451268,290
FBgn0051473,0.0487058714207572,0.0201499726337725,586
FBgn0022359,0.0394407050100742,0.0122427376677494,886
FBgn0262607,0.1448611111111111,0.03477840765936,71
FBgn0250843,0.0335651856995412,0.0152223907602256,4306
FBgn0036811,inf,0.076368791723463,908
FBgn0039038,0.0305450581588716,0.0119915750592114,52
FBgn0259707,0.0589992179375953,0.0231734481057789,352
FBgn0033243,0.0438583101275584,0.0340975157321311,415
FBgn0033713,0.0125423664068549,0.0079645999419634,420
